date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:30	8282/8282	---MCZ	200	added ('OK')	application/javascript	etag:W/%22205a-604391d88c69d%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/js/bold-timeline.js?ver=6.3.2	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/js/bold-timelinee35d.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:30	52048/52048	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cb50-604391d6f6dde%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bt_cost_calculator/jquery.dd.js?ver=6.3.2	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bt_cost_calculator/jquery.dde35d.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:31	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2004%20Nov%202023%2021:27:30%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/CAMFEL%20Website/Camfel/www.googletagmanager.com/gtm.135445.delayed	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:31	33463/33463	---MCZ	200	added ('OK')	application/javascript	etag:W/%2282b7-604391d6f6dde%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bt_cost_calculator/cc.main.js?ver=6.3.2	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bt_cost_calculator/cc.maine35d.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:31	1057/1057	---M--	200	added ('OK')	image/png	etag:%22421-604398c2596e5%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-32x32.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-32x32.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:31	16415/16415	---M--	200	added ('OK')	image/png	etag:%22401f-604398c2544db%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-192x192.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-192x192.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:32	14852/14852	---M--	200	added ('OK')	image/png	etag:%223a04-604398c257f74%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-180x180.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/cropped-favicon-180x180.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:32	8415/8415	---M--	200	added ('OK')	image/png	etag:%2220df-6043965f7a6c3%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/logo_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/logo_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:32	6161/6161	---M--	200	added ('OK')	image/png	etag:%221811-6043959c111df%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2019/02/logo_black.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2019/02/logo_black.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Nov%202023%2021:27:33%20GMT	https://codi.bold-themes-cdn.com/demo-02/home/home-04/'https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/img/blank.gif'	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/home/home-04/'https_/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/img/blank.gif'	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:35	135657/135657	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Nov%202023%2021:27:33%20GMT	https://codi.bold-themes-cdn.com/demo-02/home/home-04/https:/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/img/blank.gif	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/home/home-04/https_/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/img/blank.gif	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:35	3021/3021	---M--	200	added ('OK')	image/png	etag:%22bcd-60439663a5263%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:35	2955/2955	---M--	200	added ('OK')	image/png	etag:%22b8b-6043966469f0d%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_02_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_02_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:35	3866/3866	---M--	200	added ('OK')	image/png	etag:%22f1a-6043966544b4d%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_03_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_03_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:35	2969/2969	---M--	200	added ('OK')	image/png	etag:%22b99-6043966627c5f%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_04_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_04_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:36	5914/5914	---M--	200	added ('OK')	image/png	etag:%22171a-60439666e76ff%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_05_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/client_logo_05_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:36	7066/7066	---M--	200	added ('OK')	image/png	etag:%221b9a-604396604800f%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/bottom_gray_curved_cover.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/bottom_gray_curved_cover.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:36	218742/218742	---M--	200	added ('OK')	image/jpeg	etag:%2235676-60439668d84c9%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_01_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_01_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:37	6820/6820	---M--	200	added ('OK')	image/jpeg	etag:%221aa4-604396744f52d%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/testimonial_01.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/testimonial_01.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:37	252145/252145	---M--	200	added ('OK')	image/jpeg	etag:%223d8f1-6043966c1fb6f%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_02_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_02_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:37	6258/6258	---M--	200	added ('OK')	image/jpeg	etag:%221872-604396738a883%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/testimonial_02.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/testimonial_02.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:37	7461/7461	---M--	200	added ('OK')	image/png	etag:%221d25-604396c3c6163%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/testimonial_home_05.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/08/testimonial_home_05.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:37	2478/2478	---M--	200	added ('OK')	image/png	etag:%229ae-60439675dec41%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_01_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_01_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:38	2361/2361	---M--	200	added ('OK')	image/png	etag:%22939-60439676d1b41%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_02_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_02_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:38	3476/3476	---M--	200	added ('OK')	image/png	etag:%22d94-6043967798343%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_03_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_03_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:38	2383/2383	---M--	200	added ('OK')	image/png	etag:%2294f-604396788f893%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_04_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_04_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:38	3066/3066	---M--	200	added ('OK')	image/png	etag:%22bfa-6043967506712%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_05_home_04.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/company_05_home_04.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:38	193286/193286	---M--	200	added ('OK')	image/jpeg	etag:%222f306-6043967e2591e%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_01_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_01_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:39	96792/96792	---M--	200	added ('OK')	image/jpeg	etag:%2217a18-6043968020ee3%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_02_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_02_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:39	169978/169978	---M--	200	added ('OK')	image/jpeg	etag:%22297fa-6043967adf9e9%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_03_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/team_03_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:39	585365/585365	---M--	200	added ('OK')	image/jpeg	etag:%228ee95-6043968bdec2b%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_03_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_03_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:40	5217/5217	---M--	200	added ('OK')	image/png	etag:%221461-6043968febf1b%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/bottom_dark_curved_cover.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/bottom_dark_curved_cover.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:40	539286/539286	---M--	200	added ('OK')	image/jpeg	etag:%2283a96-604396889deff%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_05_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_05_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:40	535556/535556	---M--	200	added ('OK')	image/jpeg	etag:%2282c04-6043968ee634e%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_04_home_04.jpg	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/image_04_home_04.jpg	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:40	1040/1040	---M--	200	added ('OK')	image/png	etag:%22410-604395de9d00d%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/footer_logo.png	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/uploads/sites/3/2023/07/footer_logo.png	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:41	10770/10770	---MCZ	200	added ('OK')	application/javascript	etag:W/%222a12-607952ee8e5a5%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/contact-form-7/includes/swv/js/indexf658.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:41	12943/12943	---MCZ	200	added ('OK')	application/javascript	etag:W/%22328f-607952ee8d9ed%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/contact-form-7/includes/js/indexf658.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:41	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225a4-6082682781d59%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.2.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min38c1.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:42	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bdd-6082682780201%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.2.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minee31.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:42	1845/1845	---MCZ	200	added ('OK')	application/javascript	etag:W/%22735-6082682782cf9%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.2.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minfb9f.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:42	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285b-6082682781d59%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.2.1	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minee31.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:42	16591/16591	---MCZ	200	added ('OK')	application/javascript	etag:W/%2240cf-60438f4458156%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/themes/codi/framework/assets/js/bt_framework_misc.js?ver=6.3.2	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/themes/codi/framework/assets/js/bt_framework_misce35d.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:44	1877/1877	---MCZ	200	added ('OK')	application/javascript	etag:W/%22755-60826824345d7%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/content_elements/bt_bb_section/bt_bb_elements.js?ver=4.7.2	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-page-builder/content_elements/bt_bb_section/bt_bb_elementse100.js	(from https://codi.bold-themes-cdn.com/demo-02/home/home-04/)
17:27:44	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e538-604391d88bae4%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/style.css?ver=6.3.2)
17:27:44	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e538-604391d88bae4%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.eot?	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/style.css?ver=6.3.2)
17:27:44	58556/58556	---M--	200	added ('OK')	font/woff	etag:%22e4bc-604391d88c2b5%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/style.css?ver=6.3.2)
17:27:45	58480/58480	---M--	200	added ('OK')	font/ttf	etag:%22e470-604391d88becd%22	https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/CAMFEL%20Website/Camfel/codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://codi.bold-themes-cdn.com/demo-02/wp-content/plugins/bold-timeline-lite/style.css?ver=6.3.2)
